,Weight,Zone,Type of Delivery,Price,Year
574,96,2,FedEx Express Saver,128.57,2021
575,96,2,FedEx 2Day® A.M.,162.68,2021
576,97,2,FedEx First Overnight,273.44,2021
577,97,2,FedEx Priority Overnight,242.44,2021
578,97,2,FedEx Std Overnight,226.86,2021
579,97,2,FedEx 2DAy,150.6,2021
580,97,2,FedEx Express Saver,129.37,2021
581,97,2,FedEx 2Day® A.M.,163.48,2021
582,98,2,FedEx First Overnight,274.40,2021
583,98,2,FedEx Priority Overnight,243.40,2021
584,98,2,FedEx Std Overnight,228.40,2021
585,98,2,FedEx 2DAy,151.4,2021
586,98,2,FedEx Express Saver,134.65,2021
587,98,2,FedEx 2Day® A.M.,164.28,2021
588,99,2,FedEx First Overnight,275.20,2021
589,99,2,FedEx Priority Overnight,244.20,2021
590,99,2,FedEx Std Overnight,229.20,2021
591,99,2,FedEx 2DAy,152.2,2021
592,99,2,FedEx Express Saver,136.78,2021
593,99,2,FedEx 2Day® A.M.,168.29,2021
594,100,2,FedEx First Overnight,276.00,2021
595,100,2,FedEx Priority Overnight,245.00,2021
596,100,2,FedEx Std Overnight,230.00,2021
597,100,2,FedEx 2DAy,153.0,2021
598,100,2,FedEx Express Saver,139.00,2021
599,100,2,FedEx 2Day® A.M.,181.00,2021
600,101,2,FedEx First Overnight,278.76,2021
601,101,2,FedEx Priority Overnight,247.45,2021
602,101,2,FedEx Std Overnight,232.3,2021
603,101,2,FedEx 2DAy,154.53,2021
604,101,2,FedEx Express Saver,140.39,2021
605,101,2,FedEx 2Day® A.M.,182.81,2021
606,102,2,FedEx First Overnight,281.52,2021
607,102,2,FedEx Priority Overnight,249.90,2021
608,102,2,FedEx Std Overnight,234.60,2021
609,102,2,FedEx 2DAy,156.06,2021
610,102,2,FedEx Express Saver,141.78,2021
611,102,2,FedEx 2Day® A.M.,184.62,2021
612,103,2,FedEx First Overnight,284.28,2021
613,103,2,FedEx Priority Overnight,252.35,2021
614,103,2,FedEx Std Overnight,236.90,2021
615,103,2,FedEx 2DAy,157.59,2021
616,103,2,FedEx Express Saver,143.17,2021
617,103,2,FedEx 2Day® A.M.,186.43,2021
618,104,2,FedEx First Overnight,287.04,2021
619,104,2,FedEx Priority Overnight,254.80,2021
620,104,2,FedEx Std Overnight,239.20,2021
621,104,2,FedEx 2DAy,159.12,2021
622,104,2,FedEx Express Saver,144.56,2021
623,104,2,FedEx 2Day® A.M.,188.24,2021
624,105,2,FedEx First Overnight,289.80,2021
625,105,2,FedEx Priority Overnight,257.25,2021
626,105,2,FedEx Std Overnight,241.50,2021
627,105,2,FedEx 2DAy,160.65,2021
628,105,2,FedEx Express Saver,145.95,2021
629,105,2,FedEx 2Day® A.M.,190.05,2021
630,106,2,FedEx First Overnight,292.56,2021
631,106,2,FedEx Priority Overnight,259.70,2021
632,106,2,FedEx Std Overnight,243.80,2021
633,106,2,FedEx 2DAy,162.18,2021
634,106,2,FedEx Express Saver,147.34,2021
635,106,2,FedEx 2Day® A.M.,191.86,2021
636,107,2,FedEx First Overnight,295.32,2021
637,107,2,FedEx Priority Overnight,262.15,2021
638,107,2,FedEx Std Overnight,246.10,2021
639,107,2,FedEx 2DAy,163.71,2021
640,107,2,FedEx Express Saver,148.73,2021
641,107,2,FedEx 2Day® A.M.,193.67,2021
642,108,2,FedEx First Overnight,298.08,2021
643,108,2,FedEx Priority Overnight,264.60,2021
644,108,2,FedEx Std Overnight,248.40,2021
645,108,2,FedEx 2DAy,165.24,2021
646,108,2,FedEx Express Saver,150.12,2021
647,108,2,FedEx 2Day® A.M.,195.48,2021
648,109,2,FedEx First Overnight,300.84,2021
649,109,2,FedEx Priority Overnight,267.05,2021
650,109,2,FedEx Std Overnight,250.70,2021
651,109,2,FedEx 2DAy,166.77,2021
652,109,2,FedEx Express Saver,151.51,2021
653,109,2,FedEx 2Day® A.M.,197.29,2021
654,110,2,FedEx First Overnight,303.60,2021
655,110,2,FedEx Priority Overnight,269.50,2021
656,110,2,FedEx Std Overnight,253.00,2021
657,110,2,FedEx 2DAy,168.3,2021
658,110,2,FedEx Express Saver,152.90,2021
659,110,2,FedEx 2Day® A.M.,199.10,2021
660,111,2,FedEx First Overnight,306.36,2021
661,111,2,FedEx Priority Overnight,271.95,2021
662,111,2,FedEx Std Overnight,255.30,2021
663,111,2,FedEx 2DAy,169.83,2021
664,111,2,FedEx Express Saver,154.29,2021
665,111,2,FedEx 2Day® A.M.,200.91,2021
666,112,2,FedEx First Overnight,309.12,2021
667,112,2,FedEx Priority Overnight,274.40,2021
668,112,2,FedEx Std Overnight,257.60,2021
669,112,2,FedEx 2DAy,171.36,2021
670,112,2,FedEx Express Saver,155.68,2021
671,112,2,FedEx 2Day® A.M.,202.72,2021
672,113,2,FedEx First Overnight,311.88,2021
673,113,2,FedEx Priority Overnight,276.85,2021
674,113,2,FedEx Std Overnight,259.90,2021
675,113,2,FedEx 2DAy,172.89,2021
676,113,2,FedEx Express Saver,157.07,2021
677,113,2,FedEx 2Day® A.M.,204.53,2021
678,114,2,FedEx First Overnight,314.64,2021
679,114,2,FedEx Priority Overnight,279.30,2021
680,114,2,FedEx Std Overnight,262.20,2021
681,114,2,FedEx 2DAy,174.42,2021
682,114,2,FedEx Express Saver,158.46,2021
683,114,2,FedEx 2Day® A.M.,206.34,2021
684,115,2,FedEx First Overnight,317.40,2021
685,115,2,FedEx Priority Overnight,281.75,2021
686,115,2,FedEx Std Overnight,264.50,2021
687,115,2,FedEx 2DAy,175.95,2021
688,115,2,FedEx Express Saver,159.85,2021
689,115,2,FedEx 2Day® A.M.,208.15,2021
690,116,2,FedEx First Overnight,320.16,2021
691,116,2,FedEx Priority Overnight,284.20,2021
692,116,2,FedEx Std Overnight,266.80,2021
693,116,2,FedEx 2DAy,177.48,2021
694,116,2,FedEx Express Saver,161.24,2021
695,116,2,FedEx 2Day® A.M.,209.96,2021
696,117,2,FedEx First Overnight,322.92,2021
697,117,2,FedEx Priority Overnight,286.65,2021
698,117,2,FedEx Std Overnight,269.10,2021
699,117,2,FedEx 2DAy,179.01,2021
700,117,2,FedEx Express Saver,162.63,2021
701,117,2,FedEx 2Day® A.M.,211.77,2021
702,118,2,FedEx First Overnight,325.68,2021
703,118,2,FedEx Priority Overnight,289.10,2021
704,118,2,FedEx Std Overnight,271.40,2021
705,118,2,FedEx 2DAy,180.54,2021
706,118,2,FedEx Express Saver,164.02,2021
707,118,2,FedEx 2Day® A.M.,213.58,2021
708,119,2,FedEx First Overnight,328.44,2021
709,119,2,FedEx Priority Overnight,291.55,2021
710,119,2,FedEx Std Overnight,273.70,2021
711,119,2,FedEx 2DAy,182.07,2021
712,119,2,FedEx Express Saver,165.41,2021
713,119,2,FedEx 2Day® A.M.,215.39,2021
714,120,2,FedEx First Overnight,331.20,2021
715,120,2,FedEx Priority Overnight,294.00,2021
716,120,2,FedEx Std Overnight,276.00,2021
717,120,2,FedEx 2DAy,183.6,2021
718,120,2,FedEx Express Saver,166.80,2021
719,120,2,FedEx 2Day® A.M.,217.20,2021
720,121,2,FedEx First Overnight,333.96,2021
721,121,2,FedEx Priority Overnight,296.45,2021
722,121,2,FedEx Std Overnight,278.30,2021
723,121,2,FedEx 2DAy,185.13,2021
724,121,2,FedEx Express Saver,168.19,2021
725,121,2,FedEx 2Day® A.M.,219.01,2021
726,122,2,FedEx First Overnight,336.72,2021
727,122,2,FedEx Priority Overnight,298.90,2021
728,122,2,FedEx Std Overnight,280.60,2021
729,122,2,FedEx 2DAy,186.66,2021
730,122,2,FedEx Express Saver,169.58,2021
731,122,2,FedEx 2Day® A.M.,220.82,2021
732,123,2,FedEx First Overnight,339.48,2021
733,123,2,FedEx Priority Overnight,301.35,2021
734,123,2,FedEx Std Overnight,282.90,2021
735,123,2,FedEx 2DAy,188.19,2021
736,123,2,FedEx Express Saver,170.97,2021
737,123,2,FedEx 2Day® A.M.,222.63,2021
738,124,2,FedEx First Overnight,342.24,2021
739,124,2,FedEx Priority Overnight,303.80,2021
740,124,2,FedEx Std Overnight,285.20,2021
741,124,2,FedEx 2DAy,189.72,2021
742,124,2,FedEx Express Saver,172.36,2021
743,124,2,FedEx 2Day® A.M.,224.44,2021
744,125,2,FedEx First Overnight,345.00,2021
745,125,2,FedEx Priority Overnight,306.25,2021
746,125,2,FedEx Std Overnight,287.50,2021
747,125,2,FedEx 2DAy,191.25,2021
748,125,2,FedEx Express Saver,173.75,2021
749,125,2,FedEx 2Day® A.M.,226.25,2021
750,126,2,FedEx First Overnight,347.76,2021
751,126,2,FedEx Priority Overnight,308.70,2021
752,126,2,FedEx Std Overnight,289.80,2021
753,126,2,FedEx 2DAy,192.78,2021
754,126,2,FedEx Express Saver,175.14,2021
755,126,2,FedEx 2Day® A.M.,228.06,2021
756,127,2,FedEx First Overnight,350.52,2021
757,127,2,FedEx Priority Overnight,311.15,2021
758,127,2,FedEx Std Overnight,292.10,2021
759,127,2,FedEx 2DAy,194.31,2021
760,127,2,FedEx Express Saver,176.53,2021
761,127,2,FedEx 2Day® A.M.,229.87,2021
762,128,2,FedEx First Overnight,353.28,2021
763,128,2,FedEx Priority Overnight,313.60,2021
764,128,2,FedEx Std Overnight,294.40,2021
765,128,2,FedEx 2DAy,195.84,2021
766,128,2,FedEx Express Saver,177.92,2021
767,128,2,FedEx 2Day® A.M.,231.68,2021
768,129,2,FedEx First Overnight,356.04,2021
769,129,2,FedEx Priority Overnight,316.05,2021
770,129,2,FedEx Std Overnight,296.70,2021
771,129,2,FedEx 2DAy,197.37,2021
772,129,2,FedEx Express Saver,179.31,2021
773,129,2,FedEx 2Day® A.M.,233.49,2021
774,130,2,FedEx First Overnight,358.80,2021
775,130,2,FedEx Priority Overnight,318.50,2021
776,130,2,FedEx Std Overnight,299.00,2021
777,130,2,FedEx 2DAy,198.9,2021
778,130,2,FedEx Express Saver,180.70,2021
779,130,2,FedEx 2Day® A.M.,235.30,2021
780,131,2,FedEx First Overnight,361.56,2021
781,131,2,FedEx Priority Overnight,320.95,2021
782,131,2,FedEx Std Overnight,301.30,2021
783,131,2,FedEx 2DAy,200.43,2021
784,131,2,FedEx Express Saver,182.09,2021
785,131,2,FedEx 2Day® A.M.,237.11,2021
786,132,2,FedEx First Overnight,364.32,2021
787,132,2,FedEx Priority Overnight,323.40,2021
788,132,2,FedEx Std Overnight,303.60,2021
789,132,2,FedEx 2DAy,201.96,2021
790,132,2,FedEx Express Saver,183.48,2021
791,132,2,FedEx 2Day® A.M.,238.92,2021
792,133,2,FedEx First Overnight,367.08,2021
793,133,2,FedEx Priority Overnight,325.85,2021
794,133,2,FedEx Std Overnight,305.90,2021
795,133,2,FedEx 2DAy,203.49,2021
796,133,2,FedEx Express Saver,184.87,2021
797,133,2,FedEx 2Day® A.M.,240.73,2021
798,134,2,FedEx First Overnight,369.84,2021
799,134,2,FedEx Priority Overnight,328.30,2021
800,134,2,FedEx Std Overnight,308.20,2021
801,134,2,FedEx 2DAy,205.02,2021
802,134,2,FedEx Express Saver,186.26,2021
803,134,2,FedEx 2Day® A.M.,242.54,2021
804,135,2,FedEx First Overnight,372.60,2021
805,135,2,FedEx Priority Overnight,330.75,2021
806,135,2,FedEx Std Overnight,310.50,2021
807,135,2,FedEx 2DAy,206.55,2021
808,135,2,FedEx Express Saver,187.65,2021
809,135,2,FedEx 2Day® A.M.,244.35,2021
810,136,2,FedEx First Overnight,375.36,2021
811,136,2,FedEx Priority Overnight,333.20,2021
812,136,2,FedEx Std Overnight,312.80,2021
813,136,2,FedEx 2DAy,208.08,2021
814,136,2,FedEx Express Saver,189.04,2021
815,136,2,FedEx 2Day® A.M.,246.16,2021
816,137,2,FedEx First Overnight,378.12,2021
817,137,2,FedEx Priority Overnight,335.65,2021
818,137,2,FedEx Std Overnight,315.10,2021
819,137,2,FedEx 2DAy,209.61,2021
820,137,2,FedEx Express Saver,190.43,2021
821,137,2,FedEx 2Day® A.M.,247.97,2021
822,138,2,FedEx First Overnight,380.88,2021
823,138,2,FedEx Priority Overnight,338.10,2021
824,138,2,FedEx Std Overnight,317.40,2021
825,138,2,FedEx 2DAy,211.14,2021
826,138,2,FedEx Express Saver,191.82,2021
827,138,2,FedEx 2Day® A.M.,249.78,2021
828,139,2,FedEx First Overnight,383.64,2021
829,139,2,FedEx Priority Overnight,340.55,2021
830,139,2,FedEx Std Overnight,319.70,2021
831,139,2,FedEx 2DAy,212.67,2021
832,139,2,FedEx Express Saver,193.21,2021
833,139,2,FedEx 2Day® A.M.,251.59,2021
834,140,2,FedEx First Overnight,386.40,2021
835,140,2,FedEx Priority Overnight,343.00,2021
836,140,2,FedEx Std Overnight,322.00,2021
837,140,2,FedEx 2DAy,214.2,2021
838,140,2,FedEx Express Saver,194.60,2021
839,140,2,FedEx 2Day® A.M.,253.40,2021
840,141,2,FedEx First Overnight,389.16,2021
841,141,2,FedEx Priority Overnight,345.45,2021
842,141,2,FedEx Std Overnight,324.30,2021
843,141,2,FedEx 2DAy,215.73,2021
844,141,2,FedEx Express Saver,195.99,2021
845,141,2,FedEx 2Day® A.M.,255.21,2021
846,142,2,FedEx First Overnight,391.92,2021
847,142,2,FedEx Priority Overnight,347.90,2021
848,142,2,FedEx Std Overnight,326.60,2021
849,142,2,FedEx 2DAy,217.26,2021
850,142,2,FedEx Express Saver,197.38,2021
851,142,2,FedEx 2Day® A.M.,257.02,2021
852,143,2,FedEx First Overnight,394.68,2021
853,143,2,FedEx Priority Overnight,350.35,2021
854,143,2,FedEx Std Overnight,328.90,2021
855,143,2,FedEx 2DAy,218.79,2021
856,143,2,FedEx Express Saver,198.77,2021
857,143,2,FedEx 2Day® A.M.,258.83,2021
858,144,2,FedEx First Overnight,397.44,2021
859,144,2,FedEx Priority Overnight,352.80,2021
860,144,2,FedEx Std Overnight,331.20,2021
861,144,2,FedEx 2DAy,220.32,2021
862,144,2,FedEx Express Saver,200.16,2021
863,144,2,FedEx 2Day® A.M.,260.64,2021
864,145,2,FedEx First Overnight,400.20,2021
865,145,2,FedEx Priority Overnight,355.25,2021
866,145,2,FedEx Std Overnight,333.50,2021
867,145,2,FedEx 2DAy,221.85,2021
868,145,2,FedEx Express Saver,201.55,2021
869,145,2,FedEx 2Day® A.M.,262.45,2021
870,146,2,FedEx First Overnight,402.96,2021
871,146,2,FedEx Priority Overnight,357.70,2021
872,146,2,FedEx Std Overnight,335.80,2021
873,146,2,FedEx 2DAy,223.38,2021
874,146,2,FedEx Express Saver,202.94,2021
875,146,2,FedEx 2Day® A.M.,264.26,2021
876,147,2,FedEx First Overnight,405.72,2021
877,147,2,FedEx Priority Overnight,360.15,2021
878,147,2,FedEx Std Overnight,338.10,2021
879,147,2,FedEx 2DAy,224.91,2021
880,147,2,FedEx Express Saver,204.33,2021
881,147,2,FedEx 2Day® A.M.,266.07,2021
882,148,2,FedEx First Overnight,408.48,2021
883,148,2,FedEx Priority Overnight,362.60,2021
884,148,2,FedEx Std Overnight,340.40,2021
885,148,2,FedEx 2DAy,226.44,2021
886,148,2,FedEx Express Saver,205.72,2021
887,148,2,FedEx 2Day® A.M.,267.88,2021
888,149,2,FedEx First Overnight,411.24,2021
889,149,2,FedEx Priority Overnight,365.05,2021
890,149,2,FedEx Std Overnight,342.70,2021
891,149,2,FedEx 2DAy,227.97,2021
892,149,2,FedEx Express Saver,207.11,2021
893,149,2,FedEx 2Day® A.M.,269.69,2021
894,150,2,FedEx First Overnight,414.00,2021
895,150,2,FedEx Priority Overnight,367.50,2021
896,150,2,FedEx Std Overnight,345.00,2021
897,150,2,FedEx 2DAy,229.5,2021
898,150,2,FedEx Express Saver,208.50,2021
899,150,2,FedEx 2Day® A.M.,271.50,2021
900,1,3,FedEx First Overnight,78.03,2021
901,1,3,FedEx Priority Overnight,47.03,2021
902,1,3,FedEx Std Overnight,$ 39.59,2021
903,1,3,FedEx 2DAy,20.89,2021
904,1,3,FedEx Express Saver,$ 18.18,2021
905,1,3,FedEx 2Day® A.M.,22.37,2021
906,2,3,FedEx First Overnight,78.30,2021
907,2,3,FedEx Priority Overnight,47.30,2021
908,2,3,FedEx Std Overnight,42.36,2021
909,2,3,FedEx 2DAy,21.92,2021
910,2,3,FedEx Express Saver,18.51,2021
911,2,3,FedEx 2Day® A.M.,22.82,2021
912,3,3,FedEx First Overnight,83.46,2021
913,3,3,FedEx Priority Overnight,52.46,2021
914,3,3,FedEx Std Overnight,44.80,2021
915,3,3,FedEx 2DAy,22.63,2021
916,3,3,FedEx Express Saver,20.54,2021
917,3,3,FedEx 2Day® A.M.,23.56,2021
918,4,3,FedEx First Overnight,84.59,2021
919,4,3,FedEx Priority Overnight,53.59,2021
920,4,3,FedEx Std Overnight,47.50,2021
921,4,3,FedEx 2DAy,23.41,2021
922,4,3,FedEx Express Saver,21.22,2021
923,4,3,FedEx 2Day® A.M.,24.37,2021
924,5,3,FedEx First Overnight,84.88,2021
925,5,3,FedEx Priority Overnight,53.88,2021
926,5,3,FedEx Std Overnight,47.91,2021
927,5,3,FedEx 2DAy,24.17,2021
928,5,3,FedEx Express Saver,21.55,2021
929,5,3,FedEx 2Day® A.M.,25.19,2021
930,6,3,FedEx First Overnight,90.49,2021
931,6,3,FedEx Priority Overnight,59.49,2021
932,6,3,FedEx Std Overnight,54.57,2021
933,6,3,FedEx 2DAy,25.11,2021
934,6,3,FedEx Express Saver,23.49,2021
935,6,3,FedEx 2Day® A.M.,26.13,2021
936,7,3,FedEx First Overnight,93.60,2021
937,7,3,FedEx Priority Overnight,62.60,2021
938,7,3,FedEx Std Overnight,56.94,2021
939,7,3,FedEx 2DAy,27.52,2021
940,7,3,FedEx Express Saver,25.78,2021
941,7,3,FedEx 2Day® A.M.,29.53,2021
942,8,3,FedEx First Overnight,93.92,2021
943,8,3,FedEx Priority Overnight,62.92,2021
944,8,3,FedEx Std Overnight,58.58,2021
945,8,3,FedEx 2DAy,30.02,2021
946,8,3,FedEx Express Saver,27.25,2021
947,8,3,FedEx 2Day® A.M.,31.96,2021
948,9,3,FedEx First Overnight,94.34,2021
949,9,3,FedEx Priority Overnight,63.34,2021
950,9,3,FedEx Std Overnight,61.11,2021
951,9,3,FedEx 2DAy,31.35,2021
952,9,3,FedEx Express Saver,27.45,2021
953,9,3,FedEx 2Day® A.M.,34.42,2021
954,10,3,FedEx First Overnight,95.17,2021
955,10,3,FedEx Priority Overnight,64.17,2021
956,10,3,FedEx Std Overnight,62.91,2021
957,10,3,FedEx 2DAy,33.43,2021
958,10,3,FedEx Express Saver,27.65,2021
959,10,3,FedEx 2Day® A.M.,35.59,2021
960,11,3,FedEx First Overnight,106.55,2021
961,11,3,FedEx Priority Overnight,75.55,2021
962,11,3,FedEx Std Overnight,66.31,2021
963,11,3,FedEx 2DAy,35.2,2021
964,11,3,FedEx Express Saver,29.75,2021
965,11,3,FedEx 2Day® A.M.,36.62,2021
966,12,3,FedEx First Overnight,109.05,2021
967,12,3,FedEx Priority Overnight,78.05,2021
968,12,3,FedEx Std Overnight,69.69,2021
969,12,3,FedEx 2DAy,37.26,2021
970,12,3,FedEx Express Saver,35.01,2021
971,12,3,FedEx 2Day® A.M.,40.90,2021
972,13,3,FedEx First Overnight,109.82,2021
973,13,3,FedEx Priority Overnight,78.82,2021
974,13,3,FedEx Std Overnight,73.18,2021
975,13,3,FedEx 2DAy,39.19,2021
976,13,3,FedEx Express Saver,36.82,2021
977,13,3,FedEx 2Day® A.M.,42.04,2021
978,14,3,FedEx First Overnight,110.78,2021
979,14,3,FedEx Priority Overnight,79.78,2021
980,14,3,FedEx Std Overnight,76.03,2021
981,14,3,FedEx 2DAy,41.23,2021
982,14,3,FedEx Express Saver,37.22,2021
983,14,3,FedEx 2Day® A.M.,43.90,2021
984,15,3,FedEx First Overnight,111.26,2021
985,15,3,FedEx Priority Overnight,80.26,2021
986,15,3,FedEx Std Overnight,78.68,2021
987,15,3,FedEx 2DAy,42.24,2021
988,15,3,FedEx Express Saver,39.53,2021
989,15,3,FedEx 2Day® A.M.,46.34,2021
990,16,3,FedEx First Overnight,120.86,2021
991,16,3,FedEx Priority Overnight,89.86,2021
992,16,3,FedEx Std Overnight,79.40,2021
993,16,3,FedEx 2DAy,43.64,2021
994,16,3,FedEx Express Saver,40.77,2021
995,16,3,FedEx 2Day® A.M.,47.90,2021
996,17,3,FedEx First Overnight,121.83,2021
997,17,3,FedEx Priority Overnight,90.83,2021
998,17,3,FedEx Std Overnight,82.02,2021
999,17,3,FedEx 2DAy,44.94,2021
1000,17,3,FedEx Express Saver,42.06,2021
1001,17,3,FedEx 2Day® A.M.,49.31,2021
1002,18,3,FedEx First Overnight,122.32,2021
1003,18,3,FedEx Priority Overnight,91.32,2021
1004,18,3,FedEx Std Overnight,82.95,2021
1005,18,3,FedEx 2DAy,46.42,2021
1006,18,3,FedEx Express Saver,43.38,2021
1007,18,3,FedEx 2Day® A.M.,52.07,2021
1008,19,3,FedEx First Overnight,122.52,2021
1009,19,3,FedEx Priority Overnight,91.52,2021
1010,19,3,FedEx Std Overnight,86.47,2021
1011,19,3,FedEx 2DAy,47.7,2021
1012,19,3,FedEx Express Saver,44.86,2021
1013,19,3,FedEx 2Day® A.M.,52.35,2021
1014,20,3,FedEx First Overnight,122.92,2021
1015,20,3,FedEx Priority Overnight,91.92,2021
1016,20,3,FedEx Std Overnight,89.03,2021
1017,20,3,FedEx 2DAy,49.75,2021
1018,20,3,FedEx Express Saver,45.19,2021
1019,20,3,FedEx 2Day® A.M.,54.59,2021
1020,21,3,FedEx First Overnight,127.12,2021
1021,21,3,FedEx Priority Overnight,96.12,2021
1022,21,3,FedEx Std Overnight,90.75,2021
1023,21,3,FedEx 2DAy,51.69,2021
1024,21,3,FedEx Express Saver,46.67,2021
1025,21,3,FedEx 2Day® A.M.,56.69,2021
1026,22,3,FedEx First Overnight,132.45,2021
1027,22,3,FedEx Priority Overnight,101.45,2021
1028,22,3,FedEx Std Overnight,92.67,2021
1029,22,3,FedEx 2DAy,54.18,2021
1030,22,3,FedEx Express Saver,49.57,2021
1031,22,3,FedEx 2Day® A.M.,57.63,2021
1032,23,3,FedEx First Overnight,132.99,2021
1033,23,3,FedEx Priority Overnight,101.99,2021
1034,23,3,FedEx Std Overnight,94.44,2021
1035,23,3,FedEx 2DAy,55.37,2021
1036,23,3,FedEx Express Saver,50.70,2021
1037,23,3,FedEx 2Day® A.M.,63.08,2021
1038,24,3,FedEx First Overnight,133.41,2021
1039,24,3,FedEx Priority Overnight,102.41,2021
1040,24,3,FedEx Std Overnight,96.02,2021
1041,24,3,FedEx 2DAy,57.57,2021
1042,24,3,FedEx Express Saver,53.89,2021
1043,24,3,FedEx 2Day® A.M.,63.64,2021
1044,25,3,FedEx First Overnight,133.83,2021
1045,25,3,FedEx Priority Overnight,102.83,2021
1046,25,3,FedEx Std Overnight,98.01,2021
1047,25,3,FedEx 2DAy,59.21,2021
1048,25,3,FedEx Express Saver,54.21,2021
1049,25,3,FedEx 2Day® A.M.,64.97,2021
1050,26,3,FedEx First Overnight,141.99,2021
1051,26,3,FedEx Priority Overnight,110.99,2021
1052,26,3,FedEx Std Overnight,100.79,2021
1053,26,3,FedEx 2DAy,60.84,2021
1054,26,3,FedEx Express Saver,57.26,2021
1055,26,3,FedEx 2Day® A.M.,66.74,2021
1056,27,3,FedEx First Overnight,142.82,2021
1057,27,3,FedEx Priority Overnight,111.82,2021
1058,27,3,FedEx Std Overnight,103.57,2021
1059,27,3,FedEx 2DAy,62.62,2021
1060,27,3,FedEx Express Saver,58.64,2021
1061,27,3,FedEx 2Day® A.M.,69.60,2021
1062,28,3,FedEx First Overnight,143.20,2021
1063,28,3,FedEx Priority Overnight,112.20,2021
1064,28,3,FedEx Std Overnight,106.26,2021
1065,28,3,FedEx 2DAy,64.68,2021
1066,28,3,FedEx Express Saver,58.84,2021
1067,28,3,FedEx 2Day® A.M.,69.89,2021
1068,29,3,FedEx First Overnight,143.78,2021
1069,29,3,FedEx Priority Overnight,112.78,2021
1070,29,3,FedEx Std Overnight,108.25,2021
1071,29,3,FedEx 2DAy,65.88,2021
1072,29,3,FedEx Express Saver,60.27,2021
1073,29,3,FedEx 2Day® A.M.,70.10,2021
1074,30,3,FedEx First Overnight,143.98,2021
1075,30,3,FedEx Priority Overnight,112.98,2021
1076,30,3,FedEx Std Overnight,109.44,2021
1077,30,3,FedEx 2DAy,67.67,2021
1078,30,3,FedEx Express Saver,61.91,2021
1079,30,3,FedEx 2Day® A.M.,74.22,2021
1080,31,3,FedEx First Overnight,147.16,2021
1081,31,3,FedEx Priority Overnight,116.16,2021
1082,31,3,FedEx Std Overnight,110.69,2021
1083,31,3,FedEx 2DAy,69.94,2021
1084,31,3,FedEx Express Saver,65.51,2021
1085,31,3,FedEx 2Day® A.M.,76.05,2021
1086,32,3,FedEx First Overnight,149.95,2021
1087,32,3,FedEx Priority Overnight,118.95,2021
1088,32,3,FedEx Std Overnight,112.60,2021
1089,32,3,FedEx 2DAy,71.49,2021
1090,32,3,FedEx Express Saver,65.87,2021
1091,32,3,FedEx 2Day® A.M.,81.06,2021
1092,33,3,FedEx First Overnight,156.65,2021
1093,33,3,FedEx Priority Overnight,125.65,2021
1094,33,3,FedEx Std Overnight,114.85,2021
