Weight,FedEx First Overnight,FedEx Priority Overnight,FedEx Std Overnight,FedEx 2DAy,FedEx Express Saver,FedEx 2Day® A.M.,Zone,
85,701.31,670.31,655.31,505.25,363.85,614.91,7,
86,702.12,671.12,656.12,506.05,364.74,615.71,7,
87,703.15,672.15,657.15,509.46,367.75,616.51,7,
88,705.71,674.71,659.71,513.41,368.55,621.72,7,
89,756.91,725.91,710.91,514.26,369.44,623.09,7,
90,784.88,753.88,738.88,515.12,370.42,638.69,7,
91,787.68,756.68,741.68,515.98,371.22,653.59,7,
92,788.48,757.48,742.48,516.83,372.10,666.89,7,
93,789.47,758.47,743.28,517.67,372.99,668.22,7,
94,790.37,759.37,744.37,518.54,373.88,669.14,7,
95,791.17,760.17,745.17,523.14,374.77,670.04,7,
96,791.97,760.97,745.97,524.00,375.65,674.18,7,
97,792.77,761.77,746.77,535.01,376.55,676.14,7,
98,794.59,763.59,748.59,547.54,377.82,696.57,7,
99,830.84,799.84,784.15,572.17,403.20,712.94,7,
100,876.00,845.00,828.00,634.00,448.00,731.00,7,
101,884.76,853.45,836.28,640.34,452.48,738.31,7,
102,893.52,861.90,844.56,646.68,456.96,745.62,7,
103,902.28,870.35,852.84,653.02,461.44,752.93,7,
104,911.04,878.80,861.12,659.36,465.92,760.24,7,
105,919.80,887.25,869.40,665.70,470.40,767.55,7,
106,928.56,895.70,877.68,672.04,474.88,774.86,7,
107,937.32,904.15,885.96,678.38,479.36,782.17,7,
108,946.08,912.60,894.24,684.72,483.84,789.48,7,
109,954.84,921.05,902.52,691.06,488.32,796.79,7,
110,963.60,929.50,910.80,697.40,492.80,804.10,7,
111,972.36,937.95,919.08,703.74,497.28,811.41,7,
112,981.12,946.40,927.36,710.08,501.76,818.72,7,
113,989.88,954.85,935.64,716.42,506.24,826.03,7,
114,998.64,963.30,943.92,722.76,510.72,833.34,7,
115,"1,007.40",971.75,952.20,729.10,515.20,840.65,7,
116,"1,016.16",980.20,960.48,735.44,519.68,847.96,7,
117,"1,024.92",988.65,968.76,741.78,524.16,855.27,7,
118,"1,033.68",997.10,977.04,748.12,528.64,862.58,7,
119,"1,042.44","1,005.55",985.32,754.46,533.12,869.89,7,
120,"1,051.20","1,014.00",993.60,760.80,537.60,877.20,7,
121,"1,059.96","1,022.45","1,001.88",767.14,542.08,884.51,7,
122,"1,068.72","1,030.90","1,010.16",773.48,546.56,891.82,7,
123,"1,077.48","1,039.35","1,018.44",779.82,551.04,899.13,7,
124,"1,086.24","1,047.80","1,026.72",786.16,555.52,906.44,7,
125,"1,095.00","1,056.25","1,035.00",792.50,560.00,913.75,7,
126,"1,103.76","1,064.70","1,043.28",798.84,564.48,921.06,7,
127,"1,112.52","1,073.15","1,051.56",805.18,568.96,928.37,7,
128,"1,121.28","1,081.60","1,059.84",811.52,573.44,935.68,7,
129,"1,130.04","1,090.05","1,068.12",817.86,577.92,942.99,7,
130,"1,138.80","1,098.50","1,076.40",824.20,582.40,950.30,7,
131,"1,147.56","1,106.95","1,084.68",830.54,586.88,957.61,7,
132,"1,156.32","1,115.40","1,092.96",836.88,591.36,964.92,7,
133,"1,165.08","1,123.85","1,101.24",843.22,595.84,972.23,7,
134,"1,173.84","1,132.30","1,109.52",849.56,600.32,979.54,7,
135,"1,182.60","1,140.75","1,117.80",855.90,604.80,986.85,7,
136,"1,191.36","1,149.20","1,126.08",862.24,609.28,994.16,7,
137,"1,200.12","1,157.65","1,134.36",868.58,613.76,"1,001.47",7,
138,"1,208.88","1,166.10","1,142.64",874.92,618.24,"1,008.78",7,
139,"1,217.64","1,174.55","1,150.92",881.26,622.72,"1,016.09",7,
140,"1,226.40","1,183.00","1,159.20",887.60,627.20,"1,023.40",7,
141,"1,235.16","1,191.45","1,167.48",893.94,631.68,"1,030.71",7,
142,"1,243.92","1,199.90","1,175.76",900.28,636.16,"1,038.02",7,
143,"1,252.68","1,208.35","1,184.04",906.62,640.64,"1,045.33",7,
144,"1,261.44","1,216.80","1,192.32",912.96,645.12,"1,052.64",7,
145,"1,270.20","1,225.25","1,200.60",919.30,649.60,"1,059.95",7,
146,"1,278.96","1,233.70","1,208.88",925.64,654.08,"1,067.26",7,
147,"1,287.72","1,242.15","1,217.16",931.98,658.56,"1,074.57",7,
148,"1,296.48","1,250.60","1,225.44",938.32,663.04,"1,081.88",7,
149,"1,305.24","1,259.05","1,233.72",944.66,667.52,"1,089.19",7,
150,"1,314.00","1,267.50","1,242.00",951.00,672.00,"1,096.50",7,
1,116.46,85.46,75.02,33.34,27.96,39.03,8,
2,126.46,95.46,86.97,40.34,32.47,46.36,8,
3,135.36,104.36,95.07,46.28,36.67,54.17,8,
4,144.57,113.57,104.09,52.67,41.95,61.64,8,
5,145.50,114.50,105.37,59.92,47.05,70.13,8,
6,163.76,132.76,118.56,65.63,53.52,76.82,8,
7,172.83,141.83,126.69,72.30,55.74,84.63,8,
8,177.25,146.25,134.61,79.55,60.86,93.10,8,
9,177.71,146.71,143.32,87.32,69.12,102.21,8,
10,178.99,147.99,145.08,94.45,74.52,109.78,8,
11,204.59,173.59,159.43,102.35,79.85,110.74,8,
12,208.23,177.23,167.95,107.25,84.38,128.03,8,
13,223.97,192.97,176.05,115.76,89.50,133.03,8,
14,225.55,194.55,184.77,120.98,94.14,137.19,8,
15,226.54,195.54,191.69,126.46,99.44,145.38,8,
16,246.33,215.33,196.58,131.82,103.87,151.53,8,
17,248.31,217.31,200.77,137.95,108.53,160.21,8,
18,248.51,217.51,206.14,143.18,112.21,165.42,8,
19,248.71,217.71,211.45,150.87,116.29,176.58,8,
20,249.79,218.79,212.32,156.50,121.25,177.90,8,
21,271.28,240.28,229.35,160.26,125.22,188.19,8,
22,279.44,248.44,239.06,166.48,129.90,198.70,8,
23,286.48,255.48,240.04,172.18,131.08,206.10,8,
24,291.64,260.64,245.35,174.00,131.68,213.47,8,
25,292.30,261.30,246.30,188.61,143.36,216.84,8,
26,305.31,274.31,259.31,193.82,147.72,226.83,8,
27,317.59,286.59,271.59,199.90,152.32,230.88,8,
28,324.69,293.69,278.69,204.73,157.21,235.36,8,
29,326.24,295.24,280.24,210.83,162.11,239.78,8,
30,326.80,295.80,280.80,216.17,166.75,242.87,8,
31,337.80,306.80,291.80,221.96,171.28,255.47,8,
32,342.74,311.74,296.74,227.31,171.87,256.75,8,
33,355.15,324.15,309.15,233.09,172.53,262.26,8,
34,356.61,325.61,310.61,238.83,185.63,279.40,8,
35,359.64,328.64,313.64,239.88,186.95,281.12,8,
36,366.62,335.62,320.62,246.07,195.12,290.79,8,
37,378.01,347.01,332.01,257.60,195.94,291.76,8,
38,379.16,348.16,333.16,264.62,196.31,292.95,8,
39,385.36,354.36,339.36,271.50,203.71,316.65,8,
40,386.14,355.14,340.14,277.51,211.08,319.02,8,
41,401.55,370.55,355.55,285.00,215.58,333.54,8,
42,409.73,378.73,363.73,292.16,220.25,341.95,8,
43,430.57,399.57,379.89,298.25,225.36,349.06,8,
44,432.66,401.66,386.66,304.13,225.88,350.88,8,
45,433.47,402.47,387.47,308.66,226.58,361.25,8,
46,449.06,418.06,403.06,315.33,240.48,368.68,8,
47,450.62,419.62,404.62,316.00,241.88,369.43,8,
48,450.86,419.86,404.86,318.55,248.73,370.59,8,
49,451.07,420.07,405.07,318.82,249.42,370.96,8,
50,452.29,421.29,406.29,319.28,250.48,378.20,8,
51,476.52,445.52,430.52,328.24,271.64,410.54,8,
52,501.08,470.08,455.08,352.78,273.77,413.78,8,
53,510.78,479.78,463.41,355.24,280.73,414.18,8,
54,511.75,480.75,465.75,355.69,281.43,420.17,8,
55,512.15,481.15,466.15,356.13,281.83,420.96,8,
56,512.55,481.55,466.55,356.57,282.23,424.04,8,
57,512.95,481.95,466.95,363.77,287.88,424.66,8,
58,514.25,483.25,468.24,364.50,292.58,436.92,8,
59,539.88,508.88,493.88,369.03,297.97,438.16,8,
60,542.45,511.45,496.45,377.22,303.36,451.26,8,
61,558.43,527.43,512.43,380.32,308.22,462.96,8,
62,571.13,540.13,525.13,381.02,308.72,464.13,8,
63,573.59,542.59,527.59,394.60,318.41,465.69,8,
64,593.67,562.67,547.67,395.98,323.49,496.82,8,
65,600.00,569.00,554.00,396.40,331.19,514.41,8,
66,601.17,570.17,555.17,397.08,338.21,516.17,8,
67,601.57,570.57,555.57,397.52,338.92,517.75,8,
68,604.88,573.88,558.88,397.96,352.98,518.19,8,
69,615.84,584.84,569.84,399.31,354.39,526.92,8,
70,616.94,585.94,570.94,425.17,354.86,527.80,8,
71,619.07,588.07,573.07,429.42,364.09,528.31,8,
72,661.47,630.47,601.11,429.85,365.02,538.17,8,
73,665.72,634.72,618.44,430.29,365.42,539.16,8,
74,666.18,635.18,620.18,430.89,365.82,550.50,8,
75,666.98,635.98,620.98,442.82,366.81,552.54,8,
76,667.78,636.78,621.78,449.74,386.47,562.84,8,
77,668.58,637.58,622.58,463.59,388.44,563.87,8,
78,669.38,638.38,623.38,496.59,390.24,565.12,8,
79,678.15,647.15,632.15,499.90,393.89,589.92,8,
80,680.84,649.84,634.84,503.36,394.77,604.59,8,
81,697.19,666.19,651.19,504.22,395.67,618.87,8,
82,698.83,667.83,652.83,505.09,397.59,620.31,8,
83,699.69,668.69,653.69,505.96,407.79,629.99,8,
84,713.38,682.38,667.38,514.50,408.82,630.96,8,
85,714.75,683.75,668.75,515.38,424.06,631.76,8,
86,715.55,684.55,669.55,516.18,425.59,632.56,8,
87,716.60,685.60,670.60,519.66,426.74,633.36,8,
88,719.97,688.97,673.97,523.68,427.54,634.16,8,
89,787.36,756.36,741.36,524.55,428.34,635.60,8,
90,801.39,770.39,755.28,525.43,429.14,664.40,8,
91,802.82,771.82,756.68,526.30,430.02,667.30,8,
92,803.73,772.73,757.57,527.17,430.92,680.28,8,
93,804.64,773.64,758.47,528.03,431.80,681.59,8,
94,805.56,774.56,759.37,528.92,432.89,682.53,8,
95,806.48,775.48,760.27,533.61,454.64,683.45,8,
96,807.30,776.30,761.07,534.48,471.53,687.68,8,
97,808.32,777.32,762.07,545.72,473.23,689.67,8,
98,810.16,779.16,763.88,558.50,474.16,710.51,8,
99,846.85,815.85,799.84,590.14,488.18,727.21,8,
100,913.00,882.00,864.00,654.00,511.00,767.00,8,
101,922.13,890.82,872.64,660.54,516.11,774.67,8,
102,931.26,899.64,881.28,667.08,521.22,782.34,8,
103,940.39,908.46,889.92,673.62,526.33,790.01,8,
104,949.52,917.28,898.56,680.16,531.44,797.68,8,
105,958.65,926.10,907.20,686.70,536.55,805.35,8,
106,967.78,934.92,915.84,693.24,541.66,813.02,8,
107,976.91,943.74,924.48,699.78,546.77,820.69,8,
108,986.04,952.56,933.12,706.32,551.88,828.36,8,
109,995.17,961.38,941.76,712.86,556.99,836.03,8,
110,"1,004.30",970.20,950.40,719.40,562.10,843.70,8,
111,"1,013.43",979.02,959.04,725.94,567.21,851.37,8,
112,"1,022.56",987.84,967.68,732.48,572.32,859.04,8,
113,"1,031.69",996.66,976.32,739.02,577.43,866.71,8,
114,"1,040.82","1,005.48",984.96,745.56,582.54,874.38,8,
115,"1,049.95","1,014.30",993.60,752.10,587.65,882.05,8,
116,"1,059.08","1,023.12","1,002.24",758.64,592.76,889.72,8,
117,"1,068.21","1,031.94","1,010.88",765.18,597.87,897.39,8,
118,"1,077.34","1,040.76","1,019.52",771.72,602.98,905.06,8,
119,"1,086.47","1,049.58","1,028.16",778.26,608.09,912.73,8,
120,"1,095.60","1,058.40","1,036.80",784.80,613.20,920.40,8,
121,"1,104.73","1,067.22","1,045.44",791.34,618.31,928.07,8,
122,"1,113.86","1,076.04","1,054.08",797.88,623.42,935.74,8,
123,"1,122.99","1,084.86","1,062.72",804.42,628.53,943.41,8,
124,"1,132.12","1,093.68","1,071.36",810.96,633.64,951.08,8,
125,"1,141.25","1,102.50","1,080.00",817.50,638.75,958.75,8,
126,"1,150.38","1,111.32","1,088.64",824.04,643.86,966.42,8,
127,"1,159.51","1,120.14","1,097.28",830.58,648.97,974.09,8,
128,"1,168.64","1,128.96","1,105.92",837.12,654.08,981.76,8,
129,"1,177.77","1,137.78","1,114.56",843.66,659.19,989.43,8,
130,"1,186.90","1,146.60","1,123.20",850.20,664.30,997.10,8,
131,"1,196.03","1,155.42","1,131.84",856.74,669.41,"1,004.77",8,
132,"1,205.16","1,164.24","1,140.48",863.28,674.52,"1,012.44",8,
133,"1,214.29","1,173.06","1,149.12",869.82,679.63,"1,020.11",8,
134,"1,223.42","1,181.88","1,157.76",876.36,684.74,"1,027.78",8,
135,"1,232.55","1,190.70","1,166.40",882.90,689.85,"1,035.45",8,
136,"1,241.68","1,199.52","1,175.04",889.44,694.96,"1,043.12",8,
137,"1,250.81","1,208.34","1,183.68",895.98,700.07,"1,050.79",8,
138,"1,259.94","1,217.16","1,192.32",902.52,705.18,"1,058.46",8,
139,"1,269.07","1,225.98","1,200.96",909.06,710.29,"1,066.13",8,
140,"1,278.20","1,234.80","1,209.60",915.60,715.40,"1,073.80",8,
141,"1,287.33","1,243.62","1,218.24",922.14,720.51,"1,081.47",8,
142,"1,296.46","1,252.44","1,226.88",928.68,725.62,"1,089.14",8,
143,"1,305.59","1,261.26","1,235.52",935.22,730.73,"1,096.81",8,
144,"1,314.72","1,270.08","1,244.16",941.76,735.84,"1,104.48",8,
145,"1,323.85","1,278.90","1,252.80",948.30,740.95,"1,112.15",8,
146,"1,332.98","1,287.72","1,261.44",954.84,746.06,"1,119.82",8,
147,"1,342.11","1,296.54","1,270.08",961.38,751.17,"1,127.49",8,
148,"1,351.24","1,305.36","1,278.72",967.92,756.28,"1,135.16",8,
149,"1,360.37","1,314.18","1,287.36",974.46,761.39,"1,142.83",8,
150,"1,369.50","1,323.00","1,296.00",981.00,766.50,"1,150.50",8,
